doc_id,keyword,difficulty,category,frequency,context
cc_news_406_Marshall Gerstein Opens Raleig,CAROLINA,advanced,technical_term,1,"com/news/home/20180424005183/en/ CONTACT: Marshall, Gerstein & Borun LLP Kristina Bencak, 312-474-95"
cc_news_406_Marshall Gerstein Opens Raleig,INDUSTRY,advanced,technical_term,1,"com/news/home/20180424005183/en/ CONTACT: Marshall, Gerstein & Borun LLP Kristina Bencak, 312-474-95"
cc_news_406_Marshall Gerstein Opens Raleig,BIOTECHNOLOGY,advanced,technical_term,1,"com/news/home/20180424005183/en/ CONTACT: Marshall, Gerstein & Borun LLP Kristina Bencak, 312-474-95"
cc_news_406_Marshall Gerstein Opens Raleig,PROFESSIONAL,advanced,technical_term,1,"com/news/home/20180424005183/en/ CONTACT: Marshall, Gerstein & Borun LLP Kristina Bencak, 312-474-95"
cc_news_407_Russian and Turkish presidents,Russian,intermediate,other,3,Russian and Turkish presidents meet in Ankara ISTANBUL (AP) — Russian President Vladimir Putin has a
cc_news_407_Russian and Turkish presidents,Turkish,intermediate,other,3,Russian and Turkish presidents meet in Ankara ISTANBUL (AP) — Russian President Vladimir Putin has a
cc_news_407_Russian and Turkish presidents,meet,intermediate,other,4,Russian and Turkish presidents meet in Ankara ISTANBUL (AP) — Russian President Vladimir Putin has a
"cc_news_408_Wrongfully deported, she's bac",lawsuit,intermediate,other,3,"Wrongfully deported, she's back but not allowed to sue NEW ORLEANS (AP) — A woman detained and depor"
"cc_news_408_Wrongfully deported, she's bac",deported,advanced,other,3,"Wrongfully deported, she's back but not allowed to sue NEW ORLEANS (AP) — A woman detained and depor"
"cc_news_408_Wrongfully deported, she's bac",NEW,advanced,technical_term,1,"Wrongfully deported, she's back but not allowed to sue NEW ORLEANS (AP) — A woman detained and depor"
cc_news_409_Russia making progress on raci,progress,advanced,other,3,Russia making progress on racism before World Cup - report MOSCOW (AP) — Russia has made progress fi
cc_news_409_Russia making progress on raci,incidents,advanced,other,4,"If racist incidents still persist, they can stop the game"
cc_news_409_Russia making progress on raci,MOSCOW,advanced,technical_term,1,Russia making progress on racism before World Cup - report MOSCOW (AP) — Russia has made progress fi
cc_news_409_Russia making progress on raci,football,advanced,other,3,"""The Russian football authorities and the government authorities have realized"
"cc_news_410_Seeking closer ties, Qatar to ",Qatar,basic,other,5,"Seeking closer ties, Qatar to expand base used by US troops WASHINGTON (AP) — Qatar's defense minist"
"cc_news_410_Seeking closer ties, Qatar to ",US,advanced,technical_term,1,"Seeking closer ties, Qatar to expand base used by US troops WASHINGTON (AP) — Qatar's defense minist"
"cc_news_410_Seeking closer ties, Qatar to ",WASHINGTON,advanced,technical_term,1,"Seeking closer ties, Qatar to expand base used by US troops WASHINGTON (AP) — Qatar's defense minist"
cc_news_411_3 more Russians appeal against,Russian,intermediate,other,4,"3 more Russians appeal against Olympic doping bans LAUSANNE, Switzerland (AP) — Three more Russian a"
cc_news_411_3 more Russians appeal against,against,intermediate,other,3,"3 more Russians appeal against Olympic doping bans LAUSANNE, Switzerland (AP) — Three more Russian a"
cc_news_411_3 more Russians appeal against,Olympic,basic,other,5,"3 more Russians appeal against Olympic doping bans LAUSANNE, Switzerland (AP) — Three more Russian a"
cc_news_412_Dallas man set to die for kill,and,basic,other,22,"Dallas man set to die for killing daughters, 9 and 6 HUNTSVILLE, Texas (AP) — As her mother listened"
cc_news_412_Dallas man set to die for kill,Texas,intermediate,other,4,"Dallas man set to die for killing daughters, 9 and 6 HUNTSVILLE, Texas (AP) — As her mother listened"
cc_news_412_Dallas man set to die for kill,year,intermediate,other,4,Attorneys for the 62-year-old Battaglia contend he doesn't have that understanding
cc_news_412_Dallas man set to die for kill,daughters,advanced,other,6,"Dallas man set to die for killing daughters, 9 and 6 HUNTSVILLE, Texas (AP) — As her mother listened"
cc_news_413_AP Source: Panthers reach 3-ye,deal,intermediate,other,3,"AP Source: Panthers reach 3-year deal with WR Jarius Wright CHARLOTTE, N"
cc_news_413_AP Source: Panthers reach 3-ye,AP,advanced,technical_term,4,"AP Source: Panthers reach 3-year deal with WR Jarius Wright CHARLOTTE, N"
cc_news_413_AP Source: Panthers reach 3-ye,Panthers,advanced,other,4,"AP Source: Panthers reach 3-year deal with WR Jarius Wright CHARLOTTE, N"
cc_news_414_Former Kenyan VP says home att,Musyoka,intermediate,other,3,"Former Kenyan VP says home attacked in assassination attempt NAIROBI, Kenya (AP) — Former Kenyan Vic"
cc_news_414_Former Kenyan VP says home att,assassination,advanced,other,2,"Former Kenyan VP says home attacked in assassination attempt NAIROBI, Kenya (AP) — Former Kenyan Vic"
cc_news_414_Former Kenyan VP says home att,NAIROBI,advanced,technical_term,1,"Former Kenyan VP says home attacked in assassination attempt NAIROBI, Kenya (AP) — Former Kenyan Vic"
cc_news_415_Federer beats Cilic in Aussie ,Federer,basic,other,22,Federer is now 9-1 against 2014 U
cc_news_415_Federer beats Cilic in Aussie ,Cilic,basic,other,10,"Open champion Cilic, including last year's Wimbledon final"
cc_news_415_Federer beats Cilic in Aussie ,Australia,advanced,other,5,"Federer beats Cilic in Aussie final; wins 20th major title MELBOURNE, Australia (AP) — As Roger Fede"
cc_news_415_Federer beats Cilic in Aussie ,final,basic,other,8,"Federer beats Cilic in Aussie final; wins 20th major title MELBOURNE, Australia (AP) — As Roger Fede"
cc_news_415_Federer beats Cilic in Aussie ,title,basic,other,8,"Federer beats Cilic in Aussie final; wins 20th major title MELBOURNE, Australia (AP) — As Roger Fede"
cc_news_415_Federer beats Cilic in Aussie ,and,basic,other,23,He then received a standing ovation as tears streamed down his face
cc_news_415_Federer beats Cilic in Aussie ,year,basic,other,7,"Open champion Cilic, including last year's Wimbledon final"
cc_news_416_Photo of the Day: Artist's ske,Taipei,intermediate,other,4,The Taipei Lantern Festival was held on the city's west side for the first time in its 20-year histo
cc_news_416_Photo of the Day: Artist's ske,sketched,advanced,other,1,12 as he sketched a drawing of the site
cc_news_416_Photo of the Day: Artist's ske,the,basic,other,10,12 as he sketched a drawing of the site
"cc_news_417_After NYC subway bombing, Trum",through,intermediate,other,3,"""Today's terror suspect entered our country through extended-family chain migration, which is incomp"
"cc_news_417_After NYC subway bombing, Trum",Islamic,intermediate,other,4,"aggression against the Islamic State group, a law enforcement official said"
"cc_news_417_After NYC subway bombing, Trum",AP,advanced,technical_term,2,"After NYC subway bombing, Trump slams 'chain migration' NEW YORK (AP) — A would-be suicide bomber's "
"cc_news_417_After NYC subway bombing, Trum",authorities,advanced,other,5,"After NYC subway bombing, Trump slams 'chain migration' NEW YORK (AP) — A would-be suicide bomber's "
"cc_news_417_After NYC subway bombing, Trum",immigration,advanced,other,5,"After NYC subway bombing, Trump slams 'chain migration' NEW YORK (AP) — A would-be suicide bomber's "
"cc_news_417_After NYC subway bombing, Trum",passageway,advanced,other,3,Hours after Monday's explosion in an underground passageway connecting two of Manhattan's busiest st
cc_news_418_Venezuela presidential challen,Maduro,intermediate,other,4,Official results showed Maduro winning a second six-year term in a landslide victory on May 20 despi
cc_news_418_Venezuela presidential challen,Venezuela,advanced,other,4,"Venezuela presidential challenger demands new election CARACAS, Venezuela (AP) — The man who finishe"
cc_news_418_Venezuela presidential challen,presidential,advanced,other,2,"Venezuela presidential challenger demands new election CARACAS, Venezuela (AP) — The man who finishe"
cc_news_419_Indonesian capital votes in te,and,basic,other,27,and quick-count results based on a sample of the vote are expected in several hours
cc_news_419_Indonesian capital votes in te,Indonesia,advanced,other,6,"Indonesian capital votes in test for moderate values JAKARTA, Indonesia (AP) — After months of acrim"
cc_news_419_Indonesian capital votes in te,moderate,advanced,other,5,"Indonesian capital votes in test for moderate values JAKARTA, Indonesia (AP) — After months of acrim"
cc_news_419_Indonesian capital votes in te,the,basic,other,30,"Indonesian capital votes in test for moderate values JAKARTA, Indonesia (AP) — After months of acrim"
cc_news_420_Partner arrested in killing of,Police,intermediate,other,3,Police said was strangled
cc_news_420_Partner arrested in killing of,arrested,advanced,other,3,"Partner arrested in killing of Salvadoran journalist SAN SALVADOR, El Salvador (AP) — Police in El S"
cc_news_420_Partner arrested in killing of,Salvador,advanced,other,5,"Partner arrested in killing of Salvadoran journalist SAN SALVADOR, El Salvador (AP) — Police in El S"
cc_news_421_Expanded Conference Glance,Islanders,advanced,other,3,Islanders 51 25 21 5 55 173 184 13-8-3 12-13-2 7-7-1 Carolina 50 23 19 8 54 139 155 11-7-4 12-12-4 6
cc_news_421_Expanded Conference Glance,EASTERN,advanced,technical_term,1,Expanded Conference Glance All Times EST EASTERN CONFERENCE GP W L OT Pts GF GA Home Away Div Tampa 
cc_news_421_Expanded Conference Glance,CONFERENCE,advanced,technical_term,2,Expanded Conference Glance All Times EST EASTERN CONFERENCE GP W L OT Pts GF GA Home Away Div Tampa 
cc_news_421_Expanded Conference Glance,Carolina,advanced,other,4,Islanders 51 25 21 5 55 173 184 13-8-3 12-13-2 7-7-1 Carolina 50 23 19 8 54 139 155 11-7-4 12-12-4 6
cc_news_421_Expanded Conference Glance,OT,advanced,technical_term,4,Expanded Conference Glance All Times EST EASTERN CONFERENCE GP W L OT Pts GF GA Home Away Div Tampa 
cc_news_421_Expanded Conference Glance,Washington,advanced,other,3,Expanded Conference Glance All Times EST EASTERN CONFERENCE GP W L OT Pts GF GA Home Away Div Tampa 
cc_news_421_Expanded Conference Glance,Pittsburgh,advanced,other,3,Expanded Conference Glance All Times EST EASTERN CONFERENCE GP W L OT Pts GF GA Home Away Div Tampa 
cc_news_422_Biz leaders urge early electio,Ortega,intermediate,other,3,"Biz leaders urge early elections to resolve Nicaragua crisis MANAGUA, Nicaragua (AP) — Influential b"
cc_news_422_Biz leaders urge early electio,elections,advanced,other,3,"Biz leaders urge early elections to resolve Nicaragua crisis MANAGUA, Nicaragua (AP) — Influential b"
cc_news_422_Biz leaders urge early electio,Nicaragua,advanced,other,3,"Biz leaders urge early elections to resolve Nicaragua crisis MANAGUA, Nicaragua (AP) — Influential b"
cc_news_423_'Archie' artist honored with s,Archie,basic,other,13,"'Archie' artist honored with statue by his hometown CONCORD, N"
cc_news_423_'Archie' artist honored with s,statue,basic,other,6,The one-of-a-kind statue will be commemorated Aug
cc_news_423_'Archie' artist honored with s,town,basic,other,7,"'Archie' artist honored with statue by his hometown CONCORD, N"
cc_news_423_'Archie' artist honored with s,Montana,basic,other,9,Montana's impact in Meredith went beyond the comic strip
cc_news_424_Sociedad signs Mexico defender,Sociedad,advanced,other,3,Sociedad signs Mexico defender Moreno in quiet day in Spain MADRID (AP) — Real Sociedad signed veter
cc_news_424_Sociedad signs Mexico defender,defender,advanced,other,5,Sociedad signs Mexico defender Moreno in quiet day in Spain MADRID (AP) — Real Sociedad signed veter
cc_news_424_Sociedad signs Mexico defender,MADRID,advanced,technical_term,1,Sociedad signs Mexico defender Moreno in quiet day in Spain MADRID (AP) — Real Sociedad signed veter
cc_news_425_French-Italian crew wins Leg 1,French,intermediate,other,3,French-Italian crew wins Leg 1 of Atlantic Cup NEW YORK (AP) — A French-Italian crew has won the fir
cc_news_425_French-Italian crew wins Leg 1,Italian,intermediate,other,3,French-Italian crew wins Leg 1 of Atlantic Cup NEW YORK (AP) — A French-Italian crew has won the fir
cc_news_425_French-Italian crew wins Leg 1,Atlantic,advanced,other,2,French-Italian crew wins Leg 1 of Atlantic Cup NEW YORK (AP) — A French-Italian crew has won the fir
cc_news_426_Former UN chief: Trump causing,Trump,intermediate,other,3,Former UN chief: Trump causing a global leadership vacuum MADRID (AP) — Former U
cc_news_426_Former UN chief: Trump causing,UN,advanced,technical_term,1,Former UN chief: Trump causing a global leadership vacuum MADRID (AP) — Former U
cc_news_426_Former UN chief: Trump causing,global,intermediate,other,3,Former UN chief: Trump causing a global leadership vacuum MADRID (AP) — Former U
cc_news_427_On a monthlong cruise of Afric,cruise,basic,other,6,"____ More on cruise trends and issues in AP Travel's ""Get Outta Here"
cc_news_427_On a monthlong cruise of Afric,Africa,basic,other,6,"On a monthlong cruise of Africa, a gambol in Gambia BANJUL, Gambia (AP) — I stood with three friends"
cc_news_427_On a monthlong cruise of Afric,friends,intermediate,other,3,We also had friends in some cities who gave us their cars and drivers for the day
cc_news_427_On a monthlong cruise of Afric,Westheads,advanced,other,4,The Westheads greeted us with icy bottles of local beer
cc_news_427_On a monthlong cruise of Afric,BANJUL,advanced,technical_term,1,"On a monthlong cruise of Africa, a gambol in Gambia BANJUL, Gambia (AP) — I stood with three friends"
cc_news_427_On a monthlong cruise of Afric,AP,advanced,technical_term,2,"____ More on cruise trends and issues in AP Travel's ""Get Outta Here"
cc_news_427_On a monthlong cruise of Afric,through,basic,other,6,"He swished through the waist-deep river, my shoes never getting wet"
cc_news_428_3 state attorneys favor wallin,Great,intermediate,other,4,"3 state attorneys favor walling off Great Lakes to stop carp TRAVERSE CITY, Mich"
cc_news_428_3 state attorneys favor wallin,Attorneys,advanced,other,2,(AP) — Attorneys general from three states say a $275 million federal plan for keeping Asian carp fr
cc_news_428_3 state attorneys favor wallin,TRAVERSE,advanced,technical_term,1,"3 state attorneys favor walling off Great Lakes to stop carp TRAVERSE CITY, Mich"
cc_news_429_Expanded Conference Glance,Florida,intermediate,other,3,Islanders 51 25 21 5 55 173 184 13-8-3 12-13-2 7-7-1 Carolina 50 23 19 8 54 139 155 11-7-4 12-12-4 6
cc_news_429_Expanded Conference Glance,Detroit,intermediate,other,3,Islanders 51 25 21 5 55 173 184 13-8-3 12-13-2 7-7-1 Carolina 50 23 19 8 54 139 155 11-7-4 12-12-4 6
cc_news_429_Expanded Conference Glance,Toronto,intermediate,other,3,Expanded Conference Glance All Times EST EASTERN CONFERENCE GP W L OT Pts GF GA Home Away Div Tampa 
cc_news_429_Expanded Conference Glance,Islanders,advanced,other,3,Islanders 51 25 21 5 55 173 184 13-8-3 12-13-2 7-7-1 Carolina 50 23 19 8 54 139 155 11-7-4 12-12-4 6
cc_news_429_Expanded Conference Glance,Carolina,advanced,other,4,Islanders 51 25 21 5 55 173 184 13-8-3 12-13-2 7-7-1 Carolina 50 23 19 8 54 139 155 11-7-4 12-12-4 6
cc_news_429_Expanded Conference Glance,Montreal,advanced,other,3,Islanders 51 25 21 5 55 173 184 13-8-3 12-13-2 7-7-1 Carolina 50 23 19 8 54 139 155 11-7-4 12-12-4 6
cc_news_429_Expanded Conference Glance,Washington,advanced,other,3,Expanded Conference Glance All Times EST EASTERN CONFERENCE GP W L OT Pts GF GA Home Away Div Tampa 
cc_news_430_Brazilian who pushed abortion ,abortion,advanced,other,6,Brazilian who pushed abortion debate ends pregnancy abroad SAO PAULO (AP) — A woman believed to be t
cc_news_430_Brazilian who pushed abortion ,pregnancy,advanced,other,2,Brazilian who pushed abortion debate ends pregnancy abroad SAO PAULO (AP) — A woman believed to be t
cc_news_430_Brazilian who pushed abortion ,SAO,advanced,technical_term,1,Brazilian who pushed abortion debate ends pregnancy abroad SAO PAULO (AP) — A woman believed to be t
"cc_news_431_New Russia sanctions kick in, ",October,intermediate,other,3,released in October
"cc_news_431_New Russia sanctions kick in, ",defense,intermediate,other,3,"Turkey, a NATO ally, has a deal to buy the S-400, Russia's most advanced air defense missile system"
"cc_news_431_New Russia sanctions kick in, ",sanctions,advanced,other,9,"New Russia sanctions kick in, but US opts to punish nobody WASHINGTON (AP) — The Trump administratio"
"cc_news_431_New Russia sanctions kick in, ",WASHINGTON,advanced,technical_term,1,"New Russia sanctions kick in, but US opts to punish nobody WASHINGTON (AP) — The Trump administratio"
cc_news_432_Shortest hole at longest US Op,bunkers,basic,other,5,Not that avoiding the bunkers guarantees success
cc_news_432_Shortest hole at longest US Op,course,intermediate,other,3,"Shortest hole at longest US Open course could bring trouble ERIN, Wis"
cc_news_432_Shortest hole at longest US Op,players,intermediate,other,3,"Open, a lot of these players might wish the course architects had kept it that way"
cc_news_432_Shortest hole at longest US Op,ERIN,advanced,technical_term,1,"Shortest hole at longest US Open course could bring trouble ERIN, Wis"
cc_news_433_Lawsuit: Plan to recover endan,Mexican,basic,other,8,The majority of documented Mexican gray wolf deaths in the U
cc_news_433_Lawsuit: Plan to recover endan,gray,intermediate,other,4,The majority of documented Mexican gray wolf deaths in the U
cc_news_433_Lawsuit: Plan to recover endan,illegal,intermediate,other,4,""" Investigations of illegal shootings over the years have not produced suspects, but federal authori"
cc_news_433_Lawsuit: Plan to recover endan,wolves,basic,other,12,Seven wolves formed the stock for a captive breeding program
cc_news_434_Kushner Cos. pull request tax ,request,intermediate,other,3,pull request tax break in New Jersey city NEW YORK (AP) — A spokeswoman for a New Jersey city where 
cc_news_434_Kushner Cos. pull request tax ,Jersey,intermediate,other,3,pull request tax break in New Jersey city NEW YORK (AP) — A spokeswoman for a New Jersey city where 
cc_news_434_Kushner Cos. pull request tax ,NEW,advanced,technical_term,1,pull request tax break in New Jersey city NEW YORK (AP) — A spokeswoman for a New Jersey city where 
cc_news_435_17 migrants reach Montenegro o,boat,intermediate,other,3,"17 migrants reach Montenegro over the Adriatic sea PODGORICA, Montenegro (AP) — Police in Montenegro"
cc_news_435_17 migrants reach Montenegro o,migrants,advanced,other,4,"17 migrants reach Montenegro over the Adriatic sea PODGORICA, Montenegro (AP) — Police in Montenegro"
cc_news_435_17 migrants reach Montenegro o,Montenegro,advanced,other,4,"17 migrants reach Montenegro over the Adriatic sea PODGORICA, Montenegro (AP) — Police in Montenegro"
cc_news_436_Mexico City arrests man over b,building,advanced,other,3,Mexico City arrests man over building collapse's in quake MEXICO CITY (AP) — Mexico City prosecutors
cc_news_436_Mexico City arrests man over b,MEXICO,advanced,technical_term,1,Mexico City arrests man over building collapse's in quake MEXICO CITY (AP) — Mexico City prosecutors
cc_news_436_Mexico City arrests man over b,CITY,advanced,technical_term,1,Mexico City arrests man over building collapse's in quake MEXICO CITY (AP) — Mexico City prosecutors
cc_news_437_Peloton Names Pamela Thomas-Gr,KEYWORD,advanced,technical_term,2,com KEYWORD: UNITED STATES NORTH AMERICA NEW YORK INDUSTRY KEYWORD: OTHER SPORTS LUXURY HEALTH FITNE
cc_news_437_Peloton Names Pamela Thomas-Gr,INDUSTRY,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA NEW YORK INDUSTRY KEYWORD: OTHER SPORTS LUXURY HEALTH FITNE
cc_news_437_Peloton Names Pamela Thomas-Gr,OTHER,advanced,technical_term,2,com KEYWORD: UNITED STATES NORTH AMERICA NEW YORK INDUSTRY KEYWORD: OTHER SPORTS LUXURY HEALTH FITNE
cc_news_437_Peloton Names Pamela Thomas-Gr,SPORTS,advanced,technical_term,3,com KEYWORD: UNITED STATES NORTH AMERICA NEW YORK INDUSTRY KEYWORD: OTHER SPORTS LUXURY HEALTH FITNE
cc_news_437_Peloton Names Pamela Thomas-Gr,HEALTH,advanced,technical_term,2,com KEYWORD: UNITED STATES NORTH AMERICA NEW YORK INDUSTRY KEYWORD: OTHER SPORTS LUXURY HEALTH FITNE
cc_news_437_Peloton Names Pamela Thomas-Gr,NUTRITION,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA NEW YORK INDUSTRY KEYWORD: OTHER SPORTS LUXURY HEALTH FITNE
cc_news_438_Iraqi Shiite cleric urges figh,Shiite,intermediate,other,3,Iraqi Shiite cleric urges fighters to disarm after IS defeat BAGHDAD (AP) — An influential Iraqi Shi
cc_news_438_Iraqi Shiite cleric urges figh,fighters,advanced,other,3,Iraqi Shiite cleric urges fighters to disarm after IS defeat BAGHDAD (AP) — An influential Iraqi Shi
cc_news_438_Iraqi Shiite cleric urges figh,IS,advanced,technical_term,4,Iraqi Shiite cleric urges fighters to disarm after IS defeat BAGHDAD (AP) — An influential Iraqi Shi
cc_news_439_Lunar Showstopper: 1st super b,NASA,advanced,technical_term,3,NASA is calling it a lunar trifecta: the first super blue blood moon since 1982
cc_news_439_Lunar Showstopper: 1st super b,CAPE,advanced,technical_term,1,"Lunar Showstopper: 1st super blue blood moon in 35 years CAPE CANAVERAL, Fla"
cc_news_439_Lunar Showstopper: 1st super b,Wednesday,advanced,other,2,(AP) — The moon is putting on a rare cosmic show Wednesday
cc_news_440_Pediatric Associates and TruMe,KEYWORD,advanced,technical_term,2,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA FLORIDA INDUSTRY KEYWORD: PRACTICE MANAGEMENT HE
cc_news_440_Pediatric Associates and TruMe,CALIFORNIA,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA FLORIDA INDUSTRY KEYWORD: PRACTICE MANAGEMENT HE
cc_news_440_Pediatric Associates and TruMe,INDUSTRY,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA FLORIDA INDUSTRY KEYWORD: PRACTICE MANAGEMENT HE
cc_news_440_Pediatric Associates and TruMe,PRACTICE,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA FLORIDA INDUSTRY KEYWORD: PRACTICE MANAGEMENT HE
cc_news_440_Pediatric Associates and TruMe,MANAGEMENT,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA FLORIDA INDUSTRY KEYWORD: PRACTICE MANAGEMENT HE
cc_news_440_Pediatric Associates and TruMe,BUSINESS,advanced,technical_term,1,"& SAN DIEGO--(BUSINESS WIRE)--Apr 23, 2018--In conjunction with World Immunization Week and National"
cc_news_440_Pediatric Associates and TruMe,HEALTH,advanced,technical_term,3,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA FLORIDA INDUSTRY KEYWORD: PRACTICE MANAGEMENT HE
cc_news_440_Pediatric Associates and TruMe,HOSPITALS,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA FLORIDA INDUSTRY KEYWORD: PRACTICE MANAGEMENT HE
cc_news_440_Pediatric Associates and TruMe,MATERNITY,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA FLORIDA INDUSTRY KEYWORD: PRACTICE MANAGEMENT HE
cc_news_440_Pediatric Associates and TruMe,PLANTATION,advanced,technical_term,1,"Pediatric Associates and TruMed® Systems, Maker of the AccuVax® Vaccine Management System, Join Forc"
cc_news_441_F-16C crashes while trying to ,airport,intermediate,other,3,"F-16C crashes while trying to land at municipal airport LAKE HAVASU CITY, Ariz"
cc_news_441_F-16C crashes while trying to ,municipal,advanced,other,2,"F-16C crashes while trying to land at municipal airport LAKE HAVASU CITY, Ariz"
cc_news_441_F-16C crashes while trying to ,LAKE,advanced,technical_term,1,"F-16C crashes while trying to land at municipal airport LAKE HAVASU CITY, Ariz"
cc_news_442_Turkish amateur club signs pla,Turkish,intermediate,other,4,"Turkish amateur club signs player with Bitcoin ANKARA, Turkey (AP) — A Turkish amateur league footba"
cc_news_442_Turkish amateur club signs pla,club,basic,other,6,"Turkish amateur club signs player with Bitcoin ANKARA, Turkey (AP) — A Turkish amateur league footba"
cc_news_442_Turkish amateur club signs pla,player,intermediate,other,4,"Turkish amateur club signs player with Bitcoin ANKARA, Turkey (AP) — A Turkish amateur league footba"
cc_news_443_Indian wildlife sanctuary sees,India,intermediate,other,4,"Indian wildlife sanctuary sees jump in one-horned rhinos GAUHATI, India (AP) — A tiny wildlife sanct"
cc_news_443_Indian wildlife sanctuary sees,wildlife,advanced,other,2,"Indian wildlife sanctuary sees jump in one-horned rhinos GAUHATI, India (AP) — A tiny wildlife sanct"
cc_news_443_Indian wildlife sanctuary sees,sanctuary,advanced,other,2,"Indian wildlife sanctuary sees jump in one-horned rhinos GAUHATI, India (AP) — A tiny wildlife sanct"
cc_news_444_Increasing Production of Lead ,KEYWORD,advanced,technical_term,2,com KEYWORD: UNITED KINGDOM EUROPE INDUSTRY KEYWORD: TECHNOLOGY OTHER TECHNOLOGY MANUFACTURING CHEMI
cc_news_444_Increasing Production of Lead ,KINGDOM,advanced,technical_term,1,com KEYWORD: UNITED KINGDOM EUROPE INDUSTRY KEYWORD: TECHNOLOGY OTHER TECHNOLOGY MANUFACTURING CHEMI
cc_news_444_Increasing Production of Lead ,INDUSTRY,advanced,technical_term,1,com KEYWORD: UNITED KINGDOM EUROPE INDUSTRY KEYWORD: TECHNOLOGY OTHER TECHNOLOGY MANUFACTURING CHEMI
cc_news_444_Increasing Production of Lead ,TECHNOLOGY,advanced,technical_term,2,com KEYWORD: UNITED KINGDOM EUROPE INDUSTRY KEYWORD: TECHNOLOGY OTHER TECHNOLOGY MANUFACTURING CHEMI
cc_news_444_Increasing Production of Lead ,OTHER,advanced,technical_term,2,com KEYWORD: UNITED KINGDOM EUROPE INDUSTRY KEYWORD: TECHNOLOGY OTHER TECHNOLOGY MANUFACTURING CHEMI
cc_news_444_Increasing Production of Lead ,MANUFACTURING,advanced,technical_term,2,com KEYWORD: UNITED KINGDOM EUROPE INDUSTRY KEYWORD: TECHNOLOGY OTHER TECHNOLOGY MANUFACTURING CHEMI
cc_news_445_Sri Lanka journalists remember,Lanka,intermediate,other,3,"Sri Lanka journalists remember killed, abducted colleagues COLOMBO, Sri Lanka (AP) — Sri Lankan jour"
cc_news_445_Sri Lanka journalists remember,journalists,advanced,other,6,"Sri Lanka journalists remember killed, abducted colleagues COLOMBO, Sri Lanka (AP) — Sri Lankan jour"
cc_news_445_Sri Lanka journalists remember,remember,advanced,other,2,"Sri Lanka journalists remember killed, abducted colleagues COLOMBO, Sri Lanka (AP) — Sri Lankan jour"
cc_news_446_Pope asks Vatican's top sex cr,Vatican,intermediate,other,2,Pope asks Vatican's top sex crimes expert to look into case of Chilean bishop accused of cover-up VA
cc_news_446_Pope asks Vatican's top sex cr,Chilean,intermediate,other,2,Pope asks Vatican's top sex crimes expert to look into case of Chilean bishop accused of cover-up VA
cc_news_446_Pope asks Vatican's top sex cr,VATICAN,advanced,technical_term,1,Pope asks Vatican's top sex crimes expert to look into case of Chilean bishop accused of cover-up VA
cc_news_447_Lake Placid hosting monthlong ,Placid,intermediate,other,3,"Lake Placid hosting monthlong Olympic celebration LAKE PLACID, N"
cc_news_447_Lake Placid hosting monthlong ,monthlong,advanced,other,2,"Lake Placid hosting monthlong Olympic celebration LAKE PLACID, N"
cc_news_447_Lake Placid hosting monthlong ,celebration,advanced,other,2,"Lake Placid hosting monthlong Olympic celebration LAKE PLACID, N"
cc_news_448_Vietnam jails 3 activists for ,state,intermediate,other,3,"Vietnam jails 3 activists for comments critical of state HANOI, Vietnam (AP) — A court in Hanoi has "
cc_news_448_Vietnam jails 3 activists for ,activists,advanced,other,2,"Vietnam jails 3 activists for comments critical of state HANOI, Vietnam (AP) — A court in Hanoi has "
cc_news_448_Vietnam jails 3 activists for ,critical,advanced,other,2,"Vietnam jails 3 activists for comments critical of state HANOI, Vietnam (AP) — A court in Hanoi has "
cc_news_449_Man convicted in deadly 2012 h,Indiana,intermediate,other,4,Man convicted in deadly 2012 house explosion dies in prison INDIANAPOLIS (AP) — An Indiana Departmen
cc_news_449_Man convicted in deadly 2012 h,convicted,advanced,other,3,Man convicted in deadly 2012 house explosion dies in prison INDIANAPOLIS (AP) — An Indiana Departmen
cc_news_449_Man convicted in deadly 2012 h,explosion,advanced,other,3,Man convicted in deadly 2012 house explosion dies in prison INDIANAPOLIS (AP) — An Indiana Departmen
cc_news_450_Syria recognizes Georgia's bre,Syria,basic,other,6,"""A deal has been reached between the Syrian Arab Republic, the Republic of Abkhazia and the Republic"
cc_news_450_Syria recognizes Georgia's bre,regions,basic,other,7,"Both the US and EU have refused to recognize the breakaway regions, saying they form part of Georgia"
cc_news_450_Syria recognizes Georgia's bre,Russia,basic,other,6,"But in 2008, Russia waged war over the regions, deploying thousands of troops and recognizing them a"
cc_news_450_Syria recognizes Georgia's bre,Abkhazia,advanced,other,5,"""A deal has been reached between the Syrian Arab Republic, the Republic of Abkhazia and the Republic"
