id,text,Combined_Text
725,"産経新聞だって、９月１８日に北京の日本大使館前で起こった数十人の抗議デモのことを報道していましたよね。
",産経新聞だって、９月１８日に北京の日本大使館前で起こった数十人の抗議デモのことを報道していましたよね。
726,"外国のメディアが次々と大々的に報じてネット上では、この抗議デモの記事や動画へのアクセスがトップ争いをしているのです。
",外国のメディアが次々と大々的に報じてネット上では、この抗議デモの記事や動画へのアクセスがトップ争いをしているのです。
727,"こういう事実をもっともっと重視して、猛省してもらわないと産経新聞を購読している私としては納得いきません。
",こういう事実をもっともっと重視して、猛省してもらわないと産経新聞を購読している私としては納得いきません。
728,"冒頭のJ-CASTニュース の記事でも、全国紙の記者が「告知が目にとまらなかった」と言っているが、読売テレビ（関西ローカル）の番組では、辛坊治郎が「知りませんでした」「知ってりゃ行ってた」などと無能ぶりを暴露したり嘘を吐いたりしている。
",冒頭のJ-CASTニュース の記事でも、全国紙の記者が「告知が目にとまらなかった」と言っているが、読売テレビ（関西ローカル）の番組では、辛坊治郎が「知りませんでした」「知ってりゃ行ってた」などと無能ぶりを暴露したり嘘を吐いたりしている。
729,"どうやら、日本のマスゴミどもは、「告知が目にとまらなかった」「知らなかった」と嘘の口裏合わせをしているようだ。
",どうやら、日本のマスゴミどもは、「告知が目にとまらなかった」「知らなかった」と嘘の口裏合わせをしているようだ。
730,"ところが、NHKをはじめとする全ての在京キー局と全国紙は、１０月２日に東京で２６７０人が参加して行われた抗議デモは完全無視して一切報道しない。
",ところが、NHKをはじめとする全ての在京キー局と全国紙は、１０月２日に東京で２６７０人が参加して行われた抗議デモは完全無視して一切報道しない。
731,"海外のメディアがいっぱい来ていたのに、どうして貴方たちは1行も報道しないんだ？
",海外のメディアがいっぱい来ていたのに、どうして貴方たちは1行も報道しないんだ？
732,"産経までも報じないとなると、情報統制が敷かれたのではないかと疑ってしまいます。
",産経までも報じないとなると、情報統制が敷かれたのではないかと疑ってしまいます。
733,"今回はかなり遅れて駅に辿りつきました。既にデモ隊が出発してしまっていました。
",今回はかなり遅れて駅に辿りつきました。既にデモ隊が出発してしまっていました。
734,"デモ隊の後方を追いかける形でしたから、群衆をかき分けて行かなければならず、
",デモ隊の後方を追いかける形でしたから、群衆をかき分けて行かなければならず、
735,"そこでデモを見ている人たちの反応をしっかり観察することが出来ました。
",そこでデモを見ている人たちの反応をしっかり観察することが出来ました。
736,"（少ないと思っていたのですが、７隊の内の終わりの方だったのですね）
",（少ないと思っていたのですが、７隊の内の終わりの方だったのですね）
737,"渋谷は人が多く集まる場所ではありますが、管理人は余り好きな場所ではありません。
",渋谷は人が多く集まる場所ではありますが、管理人は余り好きな場所ではありません。
738,"デモをしている側の危機感と余りにも無関心な若者のギャップを見るにつけ、
",デモをしている側の危機感と余りにも無関心な若者のギャップを見るにつけ、
739,"尖閣のことは、テレビや新聞で報道されており、この期に及んでこの反応ですから、
",尖閣のことは、テレビや新聞で報道されており、この期に及んでこの反応ですから、
740,"いい年をした、中高年の夫婦が「何て、大げさなの？あそこまでしなくてもいいのに」
",いい年をした、中高年の夫婦が「何て、大げさなの？あそこまでしなくてもいいのに」
741,"今後もこんな感じで行きますのでよろしくお願いいたします。（*^_^*）
",今後もこんな感じで行きますのでよろしくお願いいたします。（*^_^*）
742,"中国政府に対する怒りもさることながら、糾弾すべき相手は日本政府でもある。
",中国政府に対する怒りもさることながら、糾弾すべき相手は日本政府でもある。
743,"日本の（？）マスコミはどうしても純粋日本人には知られたくないのでしょう。
",日本の（？）マスコミはどうしても純粋日本人には知られたくないのでしょう。
744,"内外のマスコミに通知しています。これを報道するかどうか注目してください。
",内外のマスコミに通知しています。これを報道するかどうか注目してください。
745,"突然秋になり、冬を思わせる日もあったが、時々また暑くなったりと
",突然秋になり、冬を思わせる日もあったが、時々また暑くなったりと
746,"日本人は水に流して忘れようとするが、忘れてはならないものがある。
",日本人は水に流して忘れようとするが、忘れてはならないものがある。
747,"ご冥福をお祈りいたします。 オスカーにノミネートされたこともある名優トニー・カーティスさんが亡くなったと彼の娘で女優のジェイミー・リー・カーティスの代理人が発表した。享年85歳だった。
",ご冥福をお祈りいたします。 オスカーにノミネートされたこともある名優トニー・カーティスさんが亡くなったと彼の娘で女優のジェイミー・リー・カーティスの代理人が発表した。享年85歳だった。
748,"死亡時の状況は明らかにされていないが、トニーさんは2006年に肺炎で入院。今年7月には呼吸困難で病院に運ばれており、健康を不安視する声が多かった。
",死亡時の状況は明らかにされていないが、トニーさんは2006年に肺炎で入院。今年7月には呼吸困難で病院に運ばれており、健康を不安視する声が多かった。
749,"1925年生まれのトニーさんは、1959年に映画『手錠のまゝの脱獄』でアカデミー賞主演男優賞にノミネート。その後も映画『お熱いのがお好き』『スパルタカス』などの話題作に立て続けに出演し、ハリウッドを代表するスターとして活躍した。
",1925年生まれのトニーさんは、1959年に映画『手錠のまゝの脱獄』でアカデミー賞主演男優賞にノミネート。その後も映画『お熱いのがお好き』『スパルタカス』などの話題作に立て続けに出演し、ハリウッドを代表するスターとして活躍した。
750,"トニーさんは多くの女優と浮名を流したことでも知られ、ジャネット・リーさんやクリスティーネ・カウフマンとの結婚・離婚歴がある。映画『お熱いのがお好き』で共演したマリリン・モンローと不倫関係にあったことも発覚しており、まさにハリウッドのプレイボーイだった。
",トニーさんは多くの女優と浮名を流したことでも知られ、ジャネット・リーさんやクリスティーネ・カウフマンとの結婚・離婚歴がある。映画『お熱いのがお好き』で共演したマリリン・モンローと不倫関係にあったことも発覚しており、まさにハリウッドのプレイボーイだった。
751,"今日は池内淳子さんも亡くなってしまい、また古き良き時代の人が消えて行きました。
",今日は池内淳子さんも亡くなってしまい、また古き良き時代の人が消えて行きました。
752,"当時１５歳だった私も「この世にこれほど、美しくて可愛い女性がいるのだろうか？」と
",当時１５歳だった私も「この世にこれほど、美しくて可愛い女性がいるのだろうか？」と
753,"憧れたものです。ところが、２０代になって彼女の写真を見た時、美しいことには
",憧れたものです。ところが、２０代になって彼女の写真を見た時、美しいことには
754,"変わりなくても、１５歳の時に憧れたほどの思いはありませんでした。
",変わりなくても、１５歳の時に憧れたほどの思いはありませんでした。
755,"しかし、年老いた今（笑）見てみたら、やっぱり綺麗！品がありますしね。
",しかし、年老いた今（笑）見てみたら、やっぱり綺麗！品がありますしね。
756,"クリスチーネ・カウフマンは今６５歳（どのように変わってしまっているのだろう？）
",クリスチーネ・カウフマンは今６５歳（どのように変わってしまっているのだろう？）
757,"で、こんなきれいな人と結婚してもプレイ・ボーイぶりは変わらなかったのですか。
",で、こんなきれいな人と結婚してもプレイ・ボーイぶりは変わらなかったのですか。
758,"沖縄だけではなく、最近のニュースでは九州はシナ人観光客を招致するために、政府に提案し、これらの地域への中国人観光客の観光ビザ（査証）の免除を求める動きがあるそうだ。こんな事を知り、いきなり怒り心頭だ。これらのお馬鹿さんは。どのようなことをするつもりか知っているのか？その発想は人類を宇宙に送ろうとする発想と並ぶ大胆な行動だ。
",沖縄だけではなく、最近のニュースでは九州はシナ人観光客を招致するために、政府に提案し、これらの地域への中国人観光客の観光ビザ（査証）の免除を求める動きがあるそうだ。こんな事を知り、いきなり怒り心頭だ。これらのお馬鹿さんは。どのようなことをするつもりか知っているのか？その発想は人類を宇宙に送ろうとする発想と並ぶ大胆な行動だ。
759,"尖閣諸島沖の漁船衝突事件で、中国人船長が処分保留のまま釈放されたことについて、日本経団連の米倉会長は事態を沈静化させようという努力の結果だと、政府の対応に一定の評価をしました。 「（釈放した時期について早いとか）中国側のおどしというか、いろんな圧力に屈した、だからおかしいんじゃないかという国内的な批判がありますが、それはそれで、政府としての沈静化させようとする努力の結果だと思います」（日本経団連　米倉会長）米倉会長はこのように述べて、日中関係という国益を優先することが最も重要だという考えを示しました。
",尖閣諸島沖の漁船衝突事件で、中国人船長が処分保留のまま釈放されたことについて、日本経団連の米倉会長は事態を沈静化させようという努力の結果だと、政府の対応に一定の評価をしました。 「（釈放した時期について早いとか）中国側のおどしというか、いろんな圧力に屈した、だからおかしいんじゃないかという国内的な批判がありますが、それはそれで、政府としての沈静化させようとする努力の結果だと思います」（日本経団連 米倉会長）米倉会長はこのように述べて、日中関係という国益を優先することが最も重要だという考えを示しました。
760,"その上で、野党などから強い批判が出ていることについては「政争の具に使わないでほしい」と求めました。
",その上で、野党などから強い批判が出ていることについては「政争の具に使わないでほしい」と求めました。
761,"一方、ハイテク機器の製造に不可欠なレアアースが事実上、輸出停止となるなど、日中の経済問題への影響については「政治的な問題で経済関係も悪くなるということは、これまでなかった」と述べ、経済界として今までどおりの活動を続けるだけだという姿勢を示しました。
",一方、ハイテク機器の製造に不可欠なレアアースが事実上、輸出停止となるなど、日中の経済問題への影響については「政治的な問題で経済関係も悪くなるということは、これまでなかった」と述べ、経済界として今までどおりの活動を続けるだけだという姿勢を示しました。
762,"支那豚さんは中国出身の方で、日本の現在の危機に必死に警笛を鳴らし続けてくれています。
",支那豚さんは中国出身の方で、日本の現在の危機に必死に警笛を鳴らし続けてくれています。
763,"ちょっとでもあの国の事情を知っている人なら危険極まりない一党独裁、共産主義国家、
",ちょっとでもあの国の事情を知っている人なら危険極まりない一党独裁、共産主義国家、
764,"視野に入れていたと見ていいでしょう。日本より強くなるまでは、日本のお金を引き出させる為に
",視野に入れていたと見ていいでしょう。日本より強くなるまでは、日本のお金を引き出させる為に
765,"何も気づかないまま、平和ボケも進行中。もう洗脳は解けぬほどになっているようです。
",何も気づかないまま、平和ボケも進行中。もう洗脳は解けぬほどになっているようです。
766,"逆に国民に危機感を持たせないようにしているのかと思えてしまった。
",逆に国民に危機感を持たせないようにしているのかと思えてしまった。
767,"ちなみに生活が大切なのは当たり前で年金の問題も大切ではあります。
",ちなみに生活が大切なのは当たり前で年金の問題も大切ではあります。
768,"それでも、とにかく、文句ばっかり。（まともな）議員の説明も聞いていない。
",それでも、とにかく、文句ばっかり。（まともな）議員の説明も聞いていない。
769,"政府も努力するし、（もちろん政府側の不正の問題も解決しないといけない）
",政府も努力するし、（もちろん政府側の不正の問題も解決しないといけない）
770,"管理人は日本が貧乏だった時も知っているし、貧乏だった時期もいっぱい経験している。
",管理人は日本が貧乏だった時も知っているし、貧乏だった時期もいっぱい経験している。
771,"あちこちのブログで「今回のことで日本人も目覚めた人が多いだろう」との
",あちこちのブログで「今回のことで日本人も目覚めた人が多いだろう」との
772,"中国がないと生きて行けないんだよ。だから、日本側がさっさと謝って
",中国がないと生きて行けないんだよ。だから、日本側がさっさと謝って
773,"東京都多摩地方に住んで２６年、携帯、コンデジ片手に散策してます。
",東京都多摩地方に住んで２６年、携帯、コンデジ片手に散策してます。
775,"確かに近所の人がいうように怖かったですが、ただ僕個人にとっては、その日に初めて別のすごいことを体験したので、違う思いを抱いています。集中豪雨のおかげっていうか・・・。
",確かに近所の人がいうように怖かったですが、ただ僕個人にとっては、その日に初めて別のすごいことを体験したので、違う思いを抱いています。集中豪雨のおかげっていうか・・・。
776,"１階で寝ていた母さんが、慌てて僕の部屋に飛び込んできて、二人で１階の荷物を必死で運び上げました。
",１階で寝ていた母さんが、慌てて僕の部屋に飛び込んできて、二人で１階の荷物を必死で運び上げました。
777,"あんなになるとは思ってなかったのですが、２時くらいには２階の床くらいまで水が来て、もう何処にも行けなくなってしまいました。
",あんなになるとは思ってなかったのですが、２時くらいには２階の床くらいまで水が来て、もう何処にも行けなくなってしまいました。
778,"水音が、まるで川の中に居るように聞こえつづけて、時々何かが家の外壁にぶつかっては、家が揺れました。
",水音が、まるで川の中に居るように聞こえつづけて、時々何かが家の外壁にぶつかっては、家が揺れました。
779,"一段と大きい音がして、家が揺れた時、母さんが声を上げて、僕にしがみ付いて来ました。
",一段と大きい音がして、家が揺れた時、母さんが声を上げて、僕にしがみ付いて来ました。
780,"連続して何かがぶつかる音がして、周りが静かになるまでそれから１，２時間、二人で抱き合っていました。
",連続して何かがぶつかる音がして、周りが静かになるまでそれから１，２時間、二人で抱き合っていました。
781,"母さんは怖い怖いと言っていましたが、僕は違うことを考えていました。
",母さんは怖い怖いと言っていましたが、僕は違うことを考えていました。
782,"身体を固くした母さんが逃げようとしたのを、ぎゅっと抱きしめたまま、僕はキスしようとしました。
",身体を固くした母さんが逃げようとしたのを、ぎゅっと抱きしめたまま、僕はキスしようとしました。
783,"びくっと母さんが身体を固くしましたが、家の揺れに気を取られていたのか、僕の指がショーツの脇から直接あそこを触っても、何も言いませんでした。
",びくっと母さんが身体を固くしましたが、家の揺れに気を取られていたのか、僕の指がショーツの脇から直接あそこを触っても、何も言いませんでした。
784,"僕は夢中で指を動かして、終いにはショーツをほとんど脱がせてしまいました。
",僕は夢中で指を動かして、終いにはショーツをほとんど脱がせてしまいました。
785,"僕に身を任せたまま、うわ言のように呟く母さんの身体を両手で抱えて、僕は自分の膝の上に下ろしました。
",僕に身を任せたまま、うわ言のように呟く母さんの身体を両手で抱えて、僕は自分の膝の上に下ろしました。
786,"僕は、母さんを下から突き上げるように腰を動かして、射精してしまいました。
",僕は、母さんを下から突き上げるように腰を動かして、射精してしまいました。
787,"母さんが身動きすると、僕のペニスは締め付けられて、また大きくなってきました。
",母さんが身動きすると、僕のペニスは締め付けられて、また大きくなってきました。
788,"繋がったままの姿勢で、ベッドの上に倒れこんで、２回目のセックスをしました。
",繋がったままの姿勢で、ベッドの上に倒れこんで、２回目のセックスをしました。
789,"途中で、母さんも僕も裸になって、射精する頃には、夢中になって、豪雨の音も忘れていました。
",途中で、母さんも僕も裸になって、射精する頃には、夢中になって、豪雨の音も忘れていました。
790,"外に出られるようになって被害を眼にしたときも、二人ともぼんやり立ってるだけでした。
",外に出られるようになって被害を眼にしたときも、二人ともぼんやり立ってるだけでした。
791,"それから、家の修理が終わるまでの間、母さんと僕は毎晩のように僕の部屋で、セックスしました。
",それから、家の修理が終わるまでの間、母さんと僕は毎晩のように僕の部屋で、セックスしました。
793,"(ちなみに、おいらのコンデジ(SONY DSC-HX1)でも、通常モードだと単なる光球になってしまったので、絞り優先モードに切り替えて撮影してあんな感じになりました)
",(ちなみに、おいらのコンデジ(SONY DSC-HX1)でも、通常モードだと単なる光球になってしまったので、絞り優先モードに切り替えて撮影してあんな感じになりました)
794,"──でもやっぱり、機種だけ同じにしても、同じくおりてぃーの写真が撮れる気がしません。
",──でもやっぱり、機種だけ同じにしても、同じくおりてぃーの写真が撮れる気がしません。
796,"２歳９カ月、自己主張が目立つようになりました。困惑させられる場面もあるけれど、いいことです。
",２歳９カ月、自己主張が目立つようになりました。困惑させられる場面もあるけれど、いいことです。
798,"ニュース：2019年4月放送開始TVアニメ『鬼滅の刃』描き下ろしイラスト年賀状が当たるキャンペーン開催！
",ニュース：2019年4月放送開始TVアニメ『鬼滅の刃』描き下ろしイラスト年賀状が当たるキャンペーン開催！
799,"「週刊少年ジャンプ」（集英社刊）にて連載中の人気漫画が原作で、アニメーション制作：ufotableによって2019年4月から放送開始となるTVアニメ『鬼滅の刃』。本作の2019年放送開始を記念して、ufotable描き下ろしによるイラストを使用した年賀状が当たるプレゼントキャンペーンを開始した。
",「週刊少年ジャンプ」（集英社刊）にて連載中の人気漫画が原作で、アニメーション制作：ufotableによって2019年4月から放送開始となるTVアニメ『鬼滅の刃』。本作の2019年放送開始を記念して、ufotable描き下ろしによるイラストを使用した年賀状が当たるプレゼントキャンペーンを開始した。
800,"Twitter ID、氏名、郵便番号、都道府県、住所、年齢、性別、メールアドレス
",Twitter ID、氏名、郵便番号、都道府県、住所、年齢、性別、メールアドレス
801,"ご応募頂いた方全員に年賀状描き下ろしイラストを使用した【スマホ用壁紙】をプレゼント！
",ご応募頂いた方全員に年賀状描き下ろしイラストを使用した【スマホ用壁紙】をプレゼント！
802,"※後日、ご登録頂いたメールアドレスにダウンロードページを送付させていただきます。
",※後日、ご登録頂いたメールアドレスにダウンロードページを送付させていただきます。
803,"※地域や配送状況によって到着日が異なります。元旦に年賀状が届かない場合がございます。
",※地域や配送状況によって到着日が異なります。元旦に年賀状が届かない場合がございます。
804,"※年賀状に折れや汚れが付いた場合でも、交換･返品はお受けできません。
",※年賀状に折れや汚れが付いた場合でも、交換･返品はお受けできません。
805,"※お客様に入力いただいた情報は、株式会社アニプレックスの保護、管理の下、抽選、当選者への発送および今後のサイト運営の参考とさせていただきます。
",※お客様に入力いただいた情報は、株式会社アニプレックスの保護、管理の下、抽選、当選者への発送および今後のサイト運営の参考とさせていただきます。
806,"※オークション等による譲渡・販売が判明した際、当選を無効とさせていただく場合がございます。
",※オークション等による譲渡・販売が判明した際、当選を無効とさせていただく場合がございます。
807,"著者は吾峠呼世晴。「週刊少年ジャンプ」11号（2016年2月15日発売）より連載を開始し、シリーズ累計300万部を突破。
",著者は吾峠呼世晴。「週刊少年ジャンプ」11号（2016年2月15日発売）より連載を開始し、シリーズ累計300万部を突破。
808,"劇場版「Fate/stay night [Heaven’s Feel]」、「テイルズオブゼスティリアザクロス」、「活撃刀剣乱舞」などを手掛けたアニメーション制作会社ufotableとの強力タッグでテレビアニメ化を発表。2019年4月より放送開始予定。
",劇場版「Fate/stay night [Heaven’s Feel]」、「テイルズオブゼスティリアザクロス」、「活撃刀剣乱舞」などを手掛けたアニメーション制作会社ufotableとの強力タッグでテレビアニメ化を発表。2019年4月より放送開始予定。
809,"劇場OVA「あさがおと加瀬さん。」の原画展が、制作会社ゼクシズがスタジオを構える小金井市で、12月20日〜24日に開催されることが決定した。
",劇場OVA「あさがおと加瀬さん。」の原画展が、制作会社ゼクシズがスタジオを構える小金井市で、12月20日〜24日に開催されることが決定した。
810,"・イベントへの参加は参加券が必要となります。参加券の配布は以下の通りです。
",・イベントへの参加は参加券が必要となります。参加券の配布は以下の通りです。
811,"（10:15の時点で定員を超える場合はその場での抽選となります）
",（10:15の時点で定員を超える場合はその場での抽選となります）
812,"・集合時刻になりましたら、スタッフが列を形成いたしますので、指示に従ってください。
",・集合時刻になりましたら、スタッフが列を形成いたしますので、指示に従ってください。
813,"・大声で騒ぐ、一箇所に集まる等の行為は近隣のご迷惑になります。
",・大声で騒ぐ、一箇所に集まる等の行為は近隣のご迷惑になります。
814,"・マナーを守っていただけない場合、主催の判断でイベントが中止になる場合もございます
",・マナーを守っていただけない場合、主催の判断でイベントが中止になる場合もございます
815,"・その他、スタッフの指示に従って、楽しいイベントになるようご協力ください
",・その他、スタッフの指示に従って、楽しいイベントになるようご協力ください
816,"※12月24日のみ物販開始時刻は12時30分からとなりますのでお気をつけ下さい。
",※12月24日のみ物販開始時刻は12時30分からとなりますのでお気をつけ下さい。
817,"山田が植えたあさがおをきっかけに、言葉を交わしたことがなかった二人の距離が少しずつ縮まっていく。
",山田が植えたあさがおをきっかけに、言葉を交わしたことがなかった二人の距離が少しずつ縮まっていく。
818,"※法人別オリジナル特典など商品の詳細な情報は公式HPでご確認ください。
",※法人別オリジナル特典など商品の詳細な情報は公式HPでご確認ください。
819,"第4巻：「エプロンと加瀬さん。」（通常版・Blu-ray付き特装版）
",第4巻：「エプロンと加瀬さん。」（通常版・Blu-ray付き特装版）
820,"投稿者 Voice Media Chief Editor投稿日: 2018年12月6日 2018年12月6日 カテゴリー YouTube, その他, アニメ, イベント, ニュース, 情報
","投稿者 Voice Media Chief Editor投稿日: 2018年12月6日 2018年12月6日 カテゴリー YouTube, その他, アニメ, イベント, ニュース, 情報"
821,"大張正己さんは80年代から活躍し「超獣機神ダンクーガ（1985）」「機甲戦記ドラグナー（1987~1988）」など数々のロボットアニメのメカニックデザインや作画監督を担当した名アニメーターで、現在でも「機動戦士ガンダム 鉄血のオルフェンズ（2015）」、「ガンダムビルドファイターズ バトローグ（2017）」などガンダムシリーズにも参加する活躍を見せている。
",大張正己さんは80年代から活躍し「超獣機神ダンクーガ（1985）」「機甲戦記ドラグナー（1987~1988）」など数々のロボットアニメのメカニックデザインや作画監督を担当した名アニメーターで、現在でも「機動戦士ガンダム 鉄血のオルフェンズ（2015）」、「ガンダムビルドファイターズ バトローグ（2017）」などガンダムシリーズにも参加する活躍を見せている。
822,"iTunesソングランキング1位獲得や、先日解禁となったLIVEイベント開催など、盛り上がりが絶えない、大注目のTVアニメ「ゾンビランドサガ」の第9話は明日放送となっている。
",iTunesソングランキング1位獲得や、先日解禁となったLIVEイベント開催など、盛り上がりが絶えない、大注目のTVアニメ「ゾンビランドサガ」の第9話は明日放送となっている。
823,"超獣機神ダンクーガ（1985）メカニックデザイン／メカ作画監督
",超獣機神ダンクーガ（1985）メカニックデザイン／メカ作画監督
824,"機動戦士ガンダム 鉄血のオルフェンズ（2015）メカニック作画監督
",機動戦士ガンダム 鉄血のオルフェンズ（2015）メカニック作画監督
825,"12月5日（水）に発売される1st シングルに収録される「Don’t Think Feel So Good!!!」は、作中のキャラクター・キリルをイメージした楽曲となっており、このたびその試聴動画がYouTubeとTwitterで公開された。
",12月5日（水）に発売される1st シングルに収録される「Don’t Think Feel So Good!!!」は、作中のキャラクター・キリルをイメージした楽曲となっており、このたびその試聴動画がYouTubeとTwitterで公開された。
827,"52の企業の魅力や人材育成について紹介する冊子「SAPPORO MAKERS FILE」に掲載されました。
",52の企業の魅力や人材育成について紹介する冊子「SAPPORO MAKERS FILE」に掲載されました。
829,"今日は久々のお天気のようで、息子のプール開きなので良かったです❤
",今日は久々のお天気のようで、息子のプール開きなので良かったです❤
830,"昨日は水泳帽子がみんなと違うことに不安そうな顔をしていたので、急遽買いに走りました＾＾；
",昨日は水泳帽子がみんなと違うことに不安そうな顔をしていたので、急遽買いに走りました＾＾；
831,"でもそれが正解ではない、その意見も全て自分の中に吸収して、それも踏まえて自分の正解を考えています＾＾
",でもそれが正解ではない、その意見も全て自分の中に吸収して、それも踏まえて自分の正解を考えています＾＾
832,"まぁその考え方も私の中の正解であって、みんな一人一人の正解でもないという事なんですよね(笑)
",まぁその考え方も私の中の正解であって、みんな一人一人の正解でもないという事なんですよね(笑)
833,"子ども達に願うこと、自分を好きになって自信を持って生きて欲しいとずっと思っています。
",子ども達に願うこと、自分を好きになって自信を持って生きて欲しいとずっと思っています。
834,"仕方ないことだと受け入れても、でも諦めず他人まかせにせずに自分自身と向き合う事。
",仕方ないことだと受け入れても、でも諦めず他人まかせにせずに自分自身と向き合う事。
835,"白い可愛いお花も咲いてくれるので、寄せ植えも表情を変えて楽しませてくれます❤
",白い可愛いお花も咲いてくれるので、寄せ植えも表情を変えて楽しませてくれます❤
836,"あえて濃い色をプラスすることで、落ち着いた華やかな寄せ植えになりました＾＾
",あえて濃い色をプラスすることで、落ち着いた華やかな寄せ植えになりました＾＾
837,"またゆっくりご紹介させていただきますが、UPは済んでおりますのでリストをお伝えしておきます＾＾
",またゆっくりご紹介させていただきますが、UPは済んでおりますのでリストをお伝えしておきます＾＾
838,"もちろんお花を見に行ったのですが、途中からトマトの試食会みたいになっていました(笑)
",もちろんお花を見に行ったのですが、途中からトマトの試食会みたいになっていました(笑)
839,"もともとトマト大好きなのですが、今までに食べたことのない甘さで、もっともっと！と食べたくなって(* ´艸｀)
",もともとトマト大好きなのですが、今までに食べたことのない甘さで、もっともっと！と食べたくなって(* ´艸｀)
840,"去年発売開始予定だったのですが、大雪の影響で販売中止になってしまい
",去年発売開始予定だったのですが、大雪の影響で販売中止になってしまい
841,"綺麗に手をかけられている苗はそれだけ大切に育てられている想いが伝わります。
",綺麗に手をかけられている苗はそれだけ大切に育てられている想いが伝わります。
842,"この『千日紅との組み合わせをしたい！』とたくさんお問い合わせをいただいておりました＾＾
",この『千日紅との組み合わせをしたい！』とたくさんお問い合わせをいただいておりました＾＾
843,"ここ一年くらいか、寝不足が続いた後に寝ると起きた時点からずっと痛みが出るようになってしまって；；
",ここ一年くらいか、寝不足が続いた後に寝ると起きた時点からずっと痛みが出るようになってしまって；；
844,"あまりストレスを感じたことのない人間で、好きなことをして生かしてもらっているので
",あまりストレスを感じたことのない人間で、好きなことをして生かしてもらっているので
845,"これでストレスなんて言っていたら、天国のお母さんに怒られてしまいます(笑)
",これでストレスなんて言っていたら、天国のお母さんに怒られてしまいます(笑)
846,"花苗を守ってくれている由美ちゃんと一緒に行動しても、私はすぐに息切れしてる中、
",花苗を守ってくれている由美ちゃんと一緒に行動しても、私はすぐに息切れしてる中、
847,"自分の為にはなかなか頑張れないけれど、子どもたちやスタッフ達と長く一緒に居れるように
",自分の為にはなかなか頑張れないけれど、子どもたちやスタッフ達と長く一緒に居れるように
848,"7年前、まだ1歳になったばかりの息子を抱え、無謀にも始めたお花屋さん＾＾；
",7年前、まだ1歳になったばかりの息子を抱え、無謀にも始めたお花屋さん＾＾；
849,"その頃から応援してくださっているガーデナーさんとも、もう7年のお付き合いになるのですね！
",その頃から応援してくださっているガーデナーさんとも、もう7年のお付き合いになるのですね！
850,"長くお付き合いして下さってるガーデナーさんがとても多くいらして、とても光栄で嬉しいことです！
",長くお付き合いして下さってるガーデナーさんがとても多くいらして、とても光栄で嬉しいことです！
851,"私の生きる場所が見つかり、それが今日もここにある事をとても感謝しています。
",私の生きる場所が見つかり、それが今日もここにある事をとても感謝しています。
852,"春夏のお花もたくさん揃い、今回は素敵な観葉植物も連れて帰っています。
",春夏のお花もたくさん揃い、今回は素敵な観葉植物も連れて帰っています。
853,"写真も一枚一枚、素敵さをお伝え出来るように大切に撮影しています＾＾
",写真も一枚一枚、素敵さをお伝え出来るように大切に撮影しています＾＾
854,"7周年のお祝いのお言葉をたくさんいただき、ありがとうございます！
",7周年のお祝いのお言葉をたくさんいただき、ありがとうございます！
855,"ご注文もたくさんいただき、皆様のもとへ可愛いお花たちをお届け出来た事を誇りに思います。
",ご注文もたくさんいただき、皆様のもとへ可愛いお花たちをお届け出来た事を誇りに思います。
857,"新開発のスマートフォンに特化した、専用のアプリケーションが多数あって、注目を集めているオンラインゲームアプリケーションも豊富にあります。
",新開発のスマートフォンに特化した、専用のアプリケーションが多数あって、注目を集めているオンラインゲームアプリケーションも豊富にあります。
858,"アプリのダウンロードを行なうとか無料会員登録をするのみで、無償で課金アイテムをゲットすることが約束されるアプリは、無課金がお気に入りの皆様方に何としても試してもらいたい有意義なアプリです。
",アプリのダウンロードを行なうとか無料会員登録をするのみで、無償で課金アイテムをゲットすることが約束されるアプリは、無課金がお気に入りの皆様方に何としても試してもらいたい有意義なアプリです。
859,"スマホゲームで課金している人をリサーチすると、無料で使用することができるお小遣いサイトで資金を得て、それをスマホゲームの課金アイテムをゲットするための代金に当てている方が多かったです。
",スマホゲームで課金している人をリサーチすると、無料で使用することができるお小遣いサイトで資金を得て、それをスマホゲームの課金アイテムをゲットするための代金に当てている方が多かったです。
860,"現金であったり電子マネーを使用し、スマホゲーム独特の仮想通貨を有することにより、一層しっかりした装置やアイテムをフル活用することができるようになるわけです。
",現金であったり電子マネーを使用し、スマホゲーム独特の仮想通貨を有することにより、一層しっかりした装置やアイテムをフル活用することができるようになるわけです。
861,"スマホゲームの人気と言うと、日々開発され、大成功ゲームが引っ張っていることは間違いありません。その先頭を走っているのが、ガンホーの「パズル＆ドラゴンズ」ではないでしょうか。
",スマホゲームの人気と言うと、日々開発され、大成功ゲームが引っ張っていることは間違いありません。その先頭を走っているのが、ガンホーの「パズル＆ドラゴンズ」ではないでしょうか。
862,"ポイントサイトを調べると、スマホゲームをダウンロードするエリアがあることに気付くはずです。ダイレクトにダウンロードするのと比べ、ポイントサイトを用いてダウンロードすることをおすすめします。
",ポイントサイトを調べると、スマホゲームをダウンロードするエリアがあることに気付くはずです。ダイレクトにダウンロードするのと比べ、ポイントサイトを用いてダウンロードすることをおすすめします。
863,"「スマホゲーム攻略の秘密」では、ありふれた最新スマホゲームの攻略法を除外した、より深い問題や質問につきまして、回答を見つけたり情報交換をしたりできます。
",「スマホゲーム攻略の秘密」では、ありふれた最新スマホゲームの攻略法を除外した、より深い問題や質問につきまして、回答を見つけたり情報交換をしたりできます。
